id,created_at,name,prix_min,prix_moyen_24h,prix_moyen_30j,statstrack,souvenir,img_url,min_float,max_float,typeId,rarityId,collectionId,usureId,updatedAt
f40d2580-137c-4f7e-951e-ec6924e3cca3,2025-04-07 10:23:58.905438+00,AK-47 | Midnight Laminate,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_soe_iridescent_purple_light_png.png,0,0.75,eb5e7e72-3970-435e-9470-f66c4882435d,8cf26468-56a6-4fff-a6df-8f2b46c044a8,,bca54d16-e962-47cb-996f-cf68a32896ea,
f392dfb9-6352-43c5-93ee-0ed6e62abb0a,2025-04-07 10:23:58.905438+00,AK-47 | Midnight Laminate,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_soe_iridescent_purple_light_png.png,0,0.75,eb5e7e72-3970-435e-9470-f66c4882435d,8cf26468-56a6-4fff-a6df-8f2b46c044a8,,34404936-2d1d-4161-8bd9-3aa1b1926d27,
54206b6c-02e2-4497-a123-855d7e5dba03,2025-04-07 10:23:58.905438+00,AK-47 | Midnight Laminate,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_soe_iridescent_purple_light_png.png,0,0.75,eb5e7e72-3970-435e-9470-f66c4882435d,8cf26468-56a6-4fff-a6df-8f2b46c044a8,,c605ec91-ae5d-4a20-a642-3f9806071efc,
5afba571-97cb-4440-b9cb-24d982d47c12,2025-04-07 10:23:58.905438+00,AK-47 | Nouveau Rouge,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_hye_ak47_nouveau_light_png.png,0,1,eb5e7e72-3970-435e-9470-f66c4882435d,b31ba83b-f395-4c74-beb6-da418aefa40d,,bd92534f-ca55-4ca9-a9fb-45ae3799e036,
73df7381-467a-4676-9470-75dc28d62fa3,2025-04-07 10:23:58.905438+00,AK-47 | Nouveau Rouge,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_hye_ak47_nouveau_light_png.png,0,1,eb5e7e72-3970-435e-9470-f66c4882435d,b31ba83b-f395-4c74-beb6-da418aefa40d,,18b4f8e5-e41e-4d09-9f14-282b8685e546,
539ee056-1e3d-4040-a8f3-dac3c908260b,2025-04-07 10:23:58.905438+00,AK-47 | Nouveau Rouge,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_hye_ak47_nouveau_light_png.png,0,1,eb5e7e72-3970-435e-9470-f66c4882435d,b31ba83b-f395-4c74-beb6-da418aefa40d,,bca54d16-e962-47cb-996f-cf68a32896ea,
d0f1a7d1-af1a-4ff3-b8c2-30c07683e309,2025-04-07 10:23:58.905438+00,AK-47 | Nouveau Rouge,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_hye_ak47_nouveau_light_png.png,0,1,eb5e7e72-3970-435e-9470-f66c4882435d,b31ba83b-f395-4c74-beb6-da418aefa40d,,34404936-2d1d-4161-8bd9-3aa1b1926d27,
5150b356-f99d-49c2-b68b-250a999048c8,2025-04-07 10:23:58.905438+00,AK-47 | Nouveau Rouge,99999,99999,99999,false,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_hye_ak47_nouveau_light_png.png,0,1,eb5e7e72-3970-435e-9470-f66c4882435d,b31ba83b-f395-4c74-beb6-da418aefa40d,,c605ec91-ae5d-4a20-a642-3f9806071efc,
3793ee8a-9249-4b42-ae7c-ab1801e34b9c,2025-04-07 10:23:58.905438+00,AK-47 | Rouge stratifié,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_hy_ak47lam_light_png.png,0.06,0.8,eb5e7e72-3970-435e-9470-f66c4882435d,b31ba83b-f395-4c74-beb6-da418aefa40d,,c605ec91-ae5d-4a20-a642-3f9806071efc,
8c6453ec-4ef8-48bf-9ac0-d6cc2a1e04e9,2025-04-07 10:23:58.905438+00,AK-47 | Rouge stratifié,99999,99999,99999,true,false,https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_ak47_hy_ak47lam_light_png.png,0.06,0.8,eb5e7e72-3970-435e-9470-f66c4882435d,b31ba83b-f395-4c74-beb6-da418aefa40d,,18b4f8e5-e41e-4d09-9f14-282b8685e546,
